EquipmentSystemCode,EquipmentName,region,GovName,CityName,HospitalName,EquipmentCondition,EquipmentStatus,DepartmentName,EquipmentOrgin,ManufacturerName,VendorName,EquipmentPurchaseCost,EquipmentPurchaseDate,EquipmentInstallDate,EquipmentExpectedLifeTime,EquipmentWarrantyExpiresDate
54417,Syringe Pumps,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Catheterization,NA,Fresenius SE,NA,8000,11/6/2014,11/6/2014,,
54861,"Tables, Operating",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,ER,NA,Kakinuma,NA,100000,11/6/2014,11/6/2014,,
54864,"Tables, Operating",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Operation room,NA,MATHIEU MARZET,NA,100000,11/6/2014,11/6/2014,,
931b9b0d-094e-4a78-911f-5f0a93d3df30,Electrocardiographs Single-Channel,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,استقبال,NA,NIHON KOHDEN,NA,12000,6/25/2015,6/25/2015,6/25/2020,6/25/2020
934c9f28-7864-42d8-8437-f543c333f319,Syringe Pumps,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Neonates,NA,Fresenius,NA,8000,8/26/2015,8/26/2015,8/26/2020,8/26/2020
9499dc76-57d3-4d9c-a127-2e64d9e6f0a6,"Monitoring Systems, Physiologic",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,طوارئ,NA,MINDRAY - Datascope,NA,52000,1/18/2013,1/18/2013,1/18/2018,1/18/2018
94fef6a7-b79b-4a73-9cea-c71de26b9ead,Linear Echoendoscopes,الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,Endoscopic Department,Egypt,Olympus,NA,1100000,4/2/2013,1/1/2000,1/1/2010,1/1/2010
54865,"Tables, Operating",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Operation room,NA,MIZUHO,NA,100000,11/6/2014,11/6/2014,,
54904,Tissue Processors,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Lab,NA,Sakura Finetek Europe bv,NA,321750,11/6/2014,11/6/2014,,
54990,"Ultrasound Scanning Systems, General-Purpose",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Inpatient,NA,medison,NA,150000,11/6/2014,11/6/2014,,
55105,Ultrasound Therapy Systems,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Physical Therapy,NA,Enraf-Nonius Medical Equipment Co Ltd,NA,31250,11/6/2014,11/6/2014,,
55119,Vaporizers,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Operation room,NA,Ohmeda Medical Div GE Healthcare,NA,15000,11/6/2014,11/6/2014,,
551f2022-cfc9-4d1d-a57e-ad155b00b641,"Ultrasound Scanning Systems, General-Purpose",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Chronary Care Unit,NA,KONTRON,NA,311500,2/3/2014,2/3/2014,2/3/2019,2/3/2019
55530,"Warming Units Multipurpose, Neonates",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,ER,NA,Mediprema,NA,17500,11/6/2014,11/6/2014,,
55532,"Warming Units Multipurpose, Neonates",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Neonates,NA,Mediprema,NA,17500,11/6/2014,11/6/2014,,
55533,"Warming Units Multipurpose, Neonates",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Neonates,NA,LOCAL,NA,17326.42,11/6/2014,11/6/2014,,
55534,"Warming Units Multipurpose, Neonates",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Neonates,NA,SAMCO,NA,17500,11/6/2014,11/6/2014,,
55535,"Warming Units Multipurpose, Neonates",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Neonates,NA,SAMCO,NA,17500,11/6/2014,11/6/2014,,
55536,"Warming Units Multipurpose, Neonates",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Neonates,NA,SAMCO,NA,17500,11/6/2014,11/6/2014,,
55836,"Centrifuges Tabletop, Low-Speed, Nonrefrigerated",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Blood bank,NA,ALC,NA,25000,11/6/2014,11/6/2014,,
55888,Dental Treatment Units,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Clinics,NA,,NA,54363.64,11/6/2014,11/6/2014,,
55897,Dental Treatment Units,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Clinics,NA,,NA,54363.64,11/6/2014,11/6/2014,,
55939,"Stretchers, Adjustable-Height",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Catheterization,NA,,NA,28000,11/6/2014,11/6/2014,,
55940,"Defibrillators, External, Automated",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Catheterization,NA,,NA,34322.5,11/6/2014,11/6/2014,,
55957,"Monitors Respiratory, Bedside, Anesthetic Gas",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Operation room,NA,,NA,50753.75,11/6/2014,11/6/2014,,
55958,Vaporizers,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Operation room,NA,,NA,15000,11/6/2014,11/6/2014,,
55959,Vaporizers,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Operation room,NA,,NA,15000,11/6/2014,11/6/2014,,
55960,"Electrosurgical Units, Monopolar/Bipolar",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Operation room,NA,,NA,31250,11/6/2014,11/6/2014,,
55963,Vaporizers,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Operation room,NA,,NA,15000,11/6/2014,11/6/2014,,
55965,"Monitors Respiratory, Bedside, Anesthetic Gas",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Operation room,NA,,NA,50753.75,11/6/2014,11/6/2014,,
55966,Vaporizers,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Operation room,NA,,NA,15000,11/6/2014,11/6/2014,,
55967,Vaporizers,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Operation room,NA,,NA,15000,11/6/2014,11/6/2014,,
55970,Vaporizers,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Operation room,NA,,NA,15000,11/6/2014,11/6/2014,,
55971,Vaporizers,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Operation room,NA,,NA,15000,11/6/2014,11/6/2014,,
55982,"Incubators, Infant, Mobile",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Neonates,NA,,NA,43750,11/6/2014,11/6/2014,,
55983,"Incubators, Infant, Mobile",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Neonates,NA,,NA,43750,11/6/2014,11/6/2014,,
55987,"Scales, Infant",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Neonates,NA,,NA,3750,11/6/2014,11/6/2014,,
55992,"Scales, Infant",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Inpatient,NA,,NA,3750,11/6/2014,11/6/2014,,
55994,Ophthalmic Diathermy Units,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Clinics,NA,,NA,37500,11/6/2014,11/6/2014,,
55995,"Refrigirators, Blood Bank",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Lab,NA,,NA,100000,11/6/2014,11/6/2014,,
55998,Shaker/Orbiters,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Lab,NA,,NA,10000,11/6/2014,11/6/2014,,
56007,"Stretchers, Adjustable-Height",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Gynecology Unit,NA,,NA,28000,11/6/2014,11/6/2014,,
56DE0D8D-1679-47B9-9F44-9CFAE49E76E7,"Ventilators, Intensive Care, Neonatal/Pediatric",الإسكندرية/ الساحل,الإسكندرية,الجمرك,21 Hospital,AsBuild,Need Repair,Neonate Department,NA,,NA,,12/1/2014,12/1/2014,,
571151ac-a1d1-4504-9869-40c5870908d2,Distilling Units,الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,Pre-Sampling Lab,Egypt,thermo scientific,NA,122000,12/26/2012,12/1/2008,12/1/2018,12/1/2018
5a8bd778-cf0f-48dc-9168-f0ecf0d25f54,Beds Electric General,الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,عناية مركزه,NA,BMA,NA,25000,2/18/2013,2/18/2013,2/18/2018,2/18/2018
5aa7028f-eb32-459b-892b-6b5f575f4fbb,"Monitoring Systems, Physiologic",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,طوارئ,NA,MINDRAY - Datascope,NA,52000,1/18/2013,1/18/2013,1/18/2018,1/18/2018
5c63507a-1125-4a64-a9c5-8e91293dbf66,Syringe Pumps,الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,عناية مركزه,NA,Fresenius,NA,13000,10/18/2015,10/18/2015,10/18/2020,10/18/2020
5d57ae70-daf3-419c-baf5-c4d1b621047e,"Phototherapy Units, Neonatal",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,مبتسرين,NA,BLUE PARD,NA,5000,2/26/2015,2/26/2015,2/26/2020,2/26/2020
609DE12C-28FE-4436-8F12-34714D325345,"View Boxes, X-Ray",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,Biomedical Department,NA,Local,NA,300,11/5/2014,11/5/2014,,
61061236-d87e-49c8-a9de-65307b89b529,"Ventilators, Transport",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,عنايه,NA,Draeger,NA,70000,12/17/2014,12/17/2014,,
61cc6a06-79b6-4fe5-8e6d-55de36d2319d,"Monitoring Systems, Physiologic",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,طوارئ,NA,MINDRAY - Datascope,NA,52000,1/28/2013,1/28/2013,1/28/2018,1/28/2018
6a1b2efa-a9be-4303-8808-bae987b93f79,Beds Electric General,الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,عناية مركزه,NA,BMA,NA,25000,2/18/2013,2/18/2013,2/18/2018,2/18/2018
6c4822d6-db32-41cc-9177-7d8bf269039a,Syringe Pumps,الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,NA,Egypt,B| BRAUN,NA,5909,4/2/2013,7/6/1905,7/6/1915,7/6/1915
6d7b7a2e-feb3-4fae-a468-2710f9f457b0,Syringe Pumps,الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,عناية مركزه,NA,Fresenius,NA,13000,10/18/2015,10/18/2015,10/18/2020,10/18/2020
6dd127a2-f90c-4fe2-8928-e48da2255f5d,Syringe Pumps,الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,مبتسرين,NA,Fresenius,NA,8000,12/17/2014,12/17/2014,,
6e403367-a3e6-4cba-9f41-f716505724e4,Anesthesia Units,الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,عمليات الطوارى,NA,Datex Ohmeda,NA,130000,12/17/2014,12/17/2014,,
6e54c54f-dd2d-46f2-a142-cdd46c58db8a,Syringe Pumps,الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,Liver ICU,Egypt,B| BRAUN,NA,5909,12/28/2012,1/1/2000,1/1/2010,1/1/2010
6ee82d06-c5e8-47d8-a847-e8095ea9c2b4,Syringe Pumps,الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,Endoscopic Department,Egypt,Fresenius,NA,15000,3/25/2013,8/1/2016,8/1/2026,8/1/2026
6f154dc3-6fc1-411c-a4d9-7e0b01dc16aa,"Monitoring Systems, Physiologic",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,طوارئ,NA,MINDRAY - Datascope,NA,52000,1/18/2013,1/18/2013,1/18/2018,1/18/2018
718c608b-c143-4854-88a8-d772e4f057d1,"Monitoring Systems, Physiologic",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,طوارئ,NA,MINDRAY - Datascope,NA,52000,1/28/2013,1/28/2013,1/28/2018,1/28/2018
719dd5f4-4cba-4036-a72a-3f085b4b5b09,Electrocardiographs Single-Channel,الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Need Repair,عناية مركزه,NA,Fukuda,NA,10000,6/2/2015,6/2/2015,6/2/2020,6/2/2020
7354AC92-4F59-4883-9CBB-971CBEC90373,"Stretchers, Fixed-Height",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,Biomedical Department,NA,Local,NA,15000,11/5/2014,11/5/2014,,
741ebe42-1edb-4bca-bb72-6bfd5d1e20c9,Syringe Pumps,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Chronary Care Unit,NA,Fresenius,NA,8000,8/23/2015,8/23/2015,8/23/2020,8/23/2020
751e1569-54d9-4151-bc22-5e267a5744a0,Syringe Pumps,الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,عنايه,NA,Fresenius,NA,8000,12/17/2014,12/17/2014,,
7627d360-8db6-41f3-9de2-ede1cf5930c4,"Monitoring Systems, Physiologic",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,طوارئ,NA,MINDRAY - Datascope,NA,52000,1/28/2013,1/28/2013,1/28/2018,1/28/2018
76fb73d1-9557-4f2d-8a57-b7c09824aa0d,"Ventilators, Intensive Care",الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,Liver ICU,Egypt,newport,NA,146500,12/28/2012,11/11/2014,11/11/2024,11/11/2024
7791ae79-5358-44c4-9581-6a4bff97e5d3,Electrocardiographs Single-Channel,الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,نساء,NA,Bionet,NA,11818,5/5/2015,5/5/2015,5/5/2020,5/5/2020
7829CF33-B8FE-4177-B617-47A2B6F68AC2,"View Boxes, X-Ray",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,Biomedical Department,NA,Local,NA,300,11/5/2014,11/5/2014,,
7a84b719-2ba2-40ed-8481-7042effc49c2,"Monitoring Systems, Physiologic",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,طوارئ,NA,MINDRAY - Datascope,NA,52000,1/28/2013,1/28/2013,1/28/2018,1/28/2018
7e028ffd-60f2-4225-b6e9-b682f60c8dc6,"Monitoring Systems, Physiologic",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,مبتسرين,NA,MINDRAY - Datascope,NA,52250,12/17/2014,12/17/2014,,
7e44ac46-364c-4dee-bd7c-dd0d3f1d9b5b,"X-Ray Radiographic Units, Mobile",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,عنايه,NA,Toshiba,NA,179000,12/17/2014,12/17/2014,,
7ecc4c28-ac68-4d21-8e0d-d9f6f83e1a58,Amalgamators,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,اسنان,NA,LINEA TAC,NA,2200,1/26/2014,1/26/2014,1/26/2019,1/26/2019
7ed724b1-60ae-44a5-9a87-c7177d48bd24,"Defibrillators, External, Automated",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,طوارئ,NA,Schiller,NA,54600,12/17/2014,12/17/2014,,
7f2155ba-c33a-4856-a18e-ca8048d51721,Beds Electric General,الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Need Repair,عناية مركزه,NA,BMA,NA,25000,2/18/2013,2/18/2013,2/18/2018,2/18/2018
7f895c2d-4ac3-48c8-9168-132a8d308ac1,"Incubators, Infant, Transport",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,مبتسرين,NA,Ohmeda,NA,56000,10/9/2012,10/9/2012,10/9/2017,10/9/2017
80cca897-6242-4637-aac8-09f2219d9f7b,Syringe Pumps,الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Chronary Care Unit,NA,Fresenius,NA,8000,8/24/2015,8/24/2015,8/24/2020,8/24/2020
815B4692-572A-4BC7-AC3F-1768D9301994,"Light Cure, Dental",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,Biomedical Department,NA,MEGADENTA,NA,8000,11/5/2014,11/5/2014,,
8183a4a2-b4a2-4240-87c6-3f1eac4ce8a1,"Warming Units, Blood/Solution",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,عناية مركزه,NA,ASTOFLO PLUS,NA,27000,1/1/2013,1/1/2013,1/1/2018,1/1/2018
829d2f40-cd23-4a53-bfdb-d944c5953409,"Electrosurgical Units, Monopolar/Bipolar",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Operation room,NA,VALLEY LAB,NA,75000,8/23/2014,8/23/2014,8/23/2019,8/23/2019
82AEB324-8778-4D93-AB08-67950AC61C80,"Pump water,Primary",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,Biomedical Department,NA,TELEMECANIQUE,NA,0,11/5/2014,11/5/2014,,
83e32501-8740-479e-9b44-ab05c25699b8,"Incubators, Infant, Transport",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,مبتسرين,NA,JULONG SANYO,NA,8000,7/4/2012,7/4/2012,7/4/2017,7/4/2017
867de7c0-ed9d-4275-851c-b80b1d5f389b,"Monitoring Systems, Physiologic",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Catheterization,NA,Datascope,NA,52250,2/5/2014,2/5/2014,2/5/2019,2/5/2019
884c8c1f-7087-4451-be28-bd888a4fa1ce,"Monitoring Systems, Physiologic",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,طوارئ,NA,MINDRAY - Datascope,NA,52000,1/18/2013,1/18/2013,1/18/2018,1/18/2018
884d54f1-e6c4-424c-aa21-85354fc94d5a,"Electrocardiographs Multichannel, Noninterpretive",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,عنايه,NA,Schiller,NA,11900,12/17/2014,12/17/2014,,
89930b49-cbac-48e7-8402-1f62876c8a0b,"Tables, Operating",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,عمليات الطوارى,NA,Schmitz,NA,70000,12/17/2014,12/17/2014,,
89A22065-D3A6-4178-8C91-60A97C4EE5DF,"Pump water, Secondary",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,Biomedical Department,NA,NA,NA,0,11/5/2014,11/5/2014,,
8a93c159-6369-4eac-aecb-7328687ce34d,"Aspirators, Surgical",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,استقبال,NA,HOSPIVAC,NA,7650,9/4/2015,9/4/2015,9/4/2020,9/4/2020
8b2e2601-add0-4517-bfff-6f7610ef8db7,"Phototherapy Units, Neonatal",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,مبتسرين,NA,BLUE PARD,NA,5000,2/26/2015,2/26/2015,2/26/2020,2/26/2020
8b632f4d-0585-4df9-b88c-8c1f606ea27b,Beds Electric General,الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,عناية مركزه,NA,BMA,NA,25000,2/18/2013,2/18/2013,2/18/2018,2/18/2018
8ea93aed-3d80-4448-802f-dfd36e262652,"Incubators, Infant, Transport",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Need Repair,مبتسرين,NA,Ohmeda,NA,56000,10/9/2012,10/9/2012,10/9/2017,10/9/2017
8f4f8762-3544-4f5d-9c7e-92c5c6ee1449,"Ventilators, Intensive Care",الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,Liver ICU,Egypt,newport,NA,146500,12/28/2012,12/7/2014,12/7/2024,12/7/2024
8fd58276-587b-4ccf-af28-a6ffc32b38cc,"Ventilators, Intensive Care",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Catheterization,NA,DRAGER,NA,180000,2/2/2014,2/2/2014,2/2/2019,2/2/2019
90C06EA5-D53D-4DE7-B034-A37BF31C78A2,"Pump water, Secondary",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,Biomedical Department,NA,NA,NA,0,11/5/2014,11/5/2014,,
95031eb9-04c8-47ec-9ffc-cb196a2ed7c6,Syringe Pumps,الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,NA,Egypt,B| BRAUN,NA,5909,4/2/2013,7/6/1905,7/6/1915,7/6/1915
96756e2d-fd69-4459-92eb-888a6237d892,"Endoscopes, Video Camera",الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,Endoscopic Department,Egypt,Olympus,NA,168000,3/25/2013,1/1/2000,1/1/2010,1/1/2010
96959537-49a5-486d-85bd-66a0dd8034dd,"Monitoring Systems, Physiologic",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,طوارئ,NA,MINDRAY - Datascope,NA,52000,1/28/2013,1/28/2013,1/28/2018,1/28/2018
97f7ae7f-12d2-492d-ada7-bedcc76a1a74,"Electrosurgical Units, Argon-Enhanced Coagulation",الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,Endoscopic Department,Egypt,WEM,NA,0,4/2/2013,3/1/2013,3/1/2023,3/1/2023
987f38a8-5339-4128-8adf-09c3842ba3cd,"Ventilators, Intensive Care",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Need Repair,عناية مركزه,NA,Puritan Bennett,NA,140000,6/2/2013,6/2/2013,6/2/2018,6/2/2018
988d4bc0-30e3-443f-b91b-7bd3db01c8fb,"Ventilators, Intensive Care",الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,Liver ICU,Egypt,newport,NA,146500,4/2/2013,11/11/2014,11/11/2024,11/11/2024
99d2ec2e-79b6-458a-97ce-27135da29a80,"Lights Surgical, General",الإسكندرية/ الساحل,الإسكندرية,الجمرك,23 Hospital,AsBuild,Working,Operation room,NA,Martin,NA,118132,9/29/2015,9/29/2015,9/29/2020,9/29/2020
9a16e285-eed2-45f5-8267-9181aa0940b8,"Refrigirators, Blood Bank",الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,Blood bank,Egypt,FIOCCHETTI,NA,35200,12/28/2012,9/12/2009,9/12/2019,9/12/2019
f1836112-63f3-4f67-acd3-9f62f0efa836,"Incubators, Infant, Transport",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Under Maintenance,مبتسرين,NA,Ohmeda,NA,56000,10/9/2012,10/9/2012,10/9/2017,10/9/2017
f2a0e728-caee-4aad-a29f-6062dc125af2,"Aspirators, Surgical",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,عمليات,NA,Hersill,NA,11900,2/18/2013,2/18/2013,2/18/2018,2/18/2018
f5260159-29a0-4f8f-8f46-3beb9f4367a7,Beds Electric General,الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,عناية مركزه,NA,BMA,NA,25000,2/18/2013,2/18/2013,2/18/2018,2/18/2018
f7a4cea6-5f90-4f6e-bd6e-c431e7368665,Duodenoscopes,الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,Endoscopic Department,Egypt,Fuji,NA,0,4/2/2013,8/24/2015,8/24/2025,8/24/2025
F876BC01-8FB7-49E6-8D1A-829801D10551,"Pump water,Primary",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,Biomedical Department,NA,NA,NA,0,11/5/2014,11/5/2014,,
fa3350e2-571d-4f71-b79d-ee81d8e3693f,Colonoscopes,الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,Endoscopic Department,Egypt,Olympus,NA,163000,4/2/2013,8/20/2013,8/20/2023,8/20/2023
fcf91a52-fa92-44a9-b00f-3f4065ca97dd,"Incubators, Infant, Transport",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,مبتسرين,NA,Local,NA,8000,3/7/2011,3/7/2011,3/7/2016,3/7/2016
fd794ad1-e298-4e5e-a711-1d4f79f7f280,"Incubators, Infant, Transport",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,مبتسرين,NA,Ohmeda,NA,56000,10/9/2012,10/9/2012,10/9/2017,10/9/2017
9EAA7A11-1F73-40E2-99BB-BB1E771CD1A2,"View Boxes, X-Ray",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Working,Biomedical Department,NA,Local,NA,300,11/5/2014,11/5/2014,,
9ef77c14-0387-495d-bd16-46720bb17f9b,"Phototherapy Units, Neonatal",الإسكندرية/ الساحل,الإسكندرية,الجمرك,2 Hospital,AsBuild,Not Working,مبتسرين,NA,NA,NA,17000,11/7/2013,11/7/2013,11/7/2018,11/7/2018
a183c1bb-4f3e-4dc2-9f06-2c5a0cf412c0,"Monitoring Systems, Physiologic",الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,Endoscopic Department,Egypt,EDAN,NA,10000,12/28/2012,1/1/2000,1/1/2010,1/1/2010
a2d42d52-d3cb-4e5d-9eb5-abe119ef53db,"Monitoring Systems, Physiologic",الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,Endoscopic Department,Egypt,EDAN,NA,9000,3/25/2013,8/1/2016,8/1/2026,8/1/2026
a68b9be5-a9b1-44c7-9cab-334a8492b86f,"Defibrillators, External, Automated",الإسكندرية/ الساحل,الإسكندرية,الجمرك,79 Hospital,AsBuild,Working,Emergency Department,Egypt,Nihon Kohden,NA,25000,4/2/2013,3/25/2015,3/25/2025,3/25/2025
